gene.name	ceRNA.total.sites	ceRNA.total.fams	shared.sites	shared.fams	shared.sites.rec	shared.fams.rec	target.total.sites	target.total.fams	pval.fams	pval.fams.rec	pval.sites	pval.sites.rec	pval.span	pval.clust	pval.even	pval.span.rec	pval.clust.rec	pval.even.rec	prod1	prod2	prod3	prod4	prod5	score	score.pval
SIX4	42	37	14	11	15	11	39	33	4.37380610743109e-05	4.3738061074311e-05	3.8429210506344e-06	2.04961230249598e-07	0.329253329792951	1.57253192566485e-16	0.0712029823636758	0.00925210422221455	3.64312832903394e-19	0.0612959197943301	7.87649826290106e-13	1.91301798654016e-09	0.00304628612275556	5.7289356066999e-35	0.00506986469748192	27.5735056547778	0.0146998775010208
STYX	36	31	15	12	14	12	39	33	6.25805609829513e-07	6.25805609829513e-07	5.76762143601154e-08	1.39083414173736e-06	0.61822339581213	4.03536003184829e-18	0.108889585170086	0.120069589783567	1.21483029305686e-14	0.0695010767316037	8.02180480982114e-14	3.91632661294088e-13	0.0742298295297661	4.90227761008022e-32	0.0118569417585134	27.5701867969811	0.0149040424663128
SEL1L3	8	8	7	7	11	7	39	33	1.04415313012901e-07	1.04415313012901e-07	1.93075801389637e-07	0.000227757050807888	4.1898602926202e-07	9.28702158758403e-12	0.125554515017598	0.0325140546453069	1.61987258519357e-15	0.0905510324846571	4.39743751068734e-11	1.09025575915822e-14	1.36229346510455e-08	1.50437916678283e-26	0.0157639362413043	27.5435133406498	0.0151082074316047
PHF12	29	26	12	10	13	10	39	33	7.79190236579248e-06	7.79190236579248e-06	1.34985738497527e-06	8.49225024805924e-06	7.45926189185455e-06	7.9364933428035e-18	0.0787034990780004	0.109742778540719	6.72909405906231e-14	0.0732776163941433	1.14633267124008e-11	6.07137424780424e-11	8.18600125875018e-07	5.34054102028467e-31	0.00619424076712081	27.504267113569	0.0153123723968967
MDFIC	17	15	10	8	11	8	39	33	3.91245912845663e-06	3.91245912845662e-06	1.64784183142586e-07	0.000227757050807888	0.0422254910969134	8.74918706942476e-17	0.135563955521851	0.000557435698903918	1.09919778725761e-16	0.0842166169044578	3.75307595723423e-11	1.53073364318436e-11	2.35379961411691e-05	9.61708706701455e-33	0.0183775860367303	27.456766780646	0.0155165373621886
JARID2	35	32	14	11	15	11	39	33	8.72312305294134e-06	8.72312305294134e-06	2.93816056567372e-07	2.04961230249598e-07	0.797297203916423	4.37905229226315e-13	0.073016114095814	0.00925210422221455	5.04217448580698e-20	0.0647082186823878	6.02209004211342e-14	7.60928757967566e-11	0.00737667682671499	2.20799457400638e-32	0.00533135291765293	27.3548087949906	0.0157207023274806
RAP2C	31	26	13	9	14	9	39	33	6.85685719231019e-05	6.8568571923102e-05	4.0525477776461e-07	1.39083414173736e-06	0.942253661311033	6.05116743100382e-15	0.0875696166516912	0.0138452142148894	3.10060853225249e-21	0.0758084696648431	5.63642181017207e-13	4.7016490555736e-09	0.0130457037856151	1.87623013666589e-35	0.00766843776052416	27.3101723634913	0.0159248672927726
CSNK1A1	31	26	14	10	13	10	39	33	7.79190236579248e-06	7.79190236579248e-06	4.61583574091665e-08	8.49225024805924e-06	0.000130818709089371	4.08460819685463e-16	0.0657758963805395	0.0191697243191457	5.52353160876524e-14	0.0768036659154861	3.91988322158001e-13	6.07137424780424e-11	2.50775858902977e-06	2.25614624847482e-29	0.00432646854466347	27.278565954573	0.0161290322580645
GAN	56	47	15	12	15	12	39	33	9.72972308041346e-05	9.72972308041342e-05	3.43103910437692e-05	2.04961230249598e-07	0.127876050885061	1.59342876715892e-19	0.0671339327333391	0.0102437871114387	1.42177198695742e-16	0.0637521700158339	7.03229995867573e-12	9.466751122153e-09	0.00130993504191807	2.26549238435865e-35	0.0045069649242445	27.1937165075448	0.0163331972233565
XIAP	34	30	13	10	13	10	39	33	3.50935061081502e-05	3.50935061081502e-05	1.43873650363286e-06	8.49225024805924e-06	0.00842559270591181	2.09439792486325e-19	0.0767875447329769	0.14835389868578	3.99104852648762e-16	0.0829630180796375	1.22181104298681e-11	1.23155417096278e-09	0.00124996952666049	8.3588437519042e-35	0.00589632702611893	27.1856621251907	0.0165373621886484
CAND1	28	23	12	9	13	9	39	33	2.13623072010514e-05	2.13623072010515e-05	8.55925330336523e-07	8.49225024805924e-06	0.604627471688735	3.92458792873655e-16	0.108322000912436	7.86714229341539e-05	5.16715680324475e-17	0.0711034667570786	7.26873209887052e-12	4.56348168952095e-10	4.75669035428326e-05	2.02789612159033e-32	0.0117336558816738	26.905919152406	0.0167415271539404
DYNC1LI2	29	24	13	8	13	8	39	33	0.000262118888820994	0.000262118888820995	1.56188252931631e-07	8.49225024805924e-06	0.44168097404106	2.07386126614032e-18	0.0936953597778282	0.0200476656247015	2.74293788611079e-18	0.0792919295871424	1.32638972970258e-12	6.8706311876753e-08	0.00885467248036762	5.68847263743396e-36	0.00877882044389666	26.8917659812129	0.0169456921192323
SMURF2	24	21	11	8	11	8	39	33	8.67238016856821e-05	8.6723801685682e-05	1.08627050132913e-06	0.000227757050807888	0.0177129176027436	6.99959685331226e-19	0.0942736168736802	0.0305226427576531	1.39313552526554e-17	0.0909707797229139	2.47405765762329e-10	7.52101777881751e-09	0.000540645056184288	9.75138703888622e-36	0.00888751483844545	26.7374129851232	0.0171498570845243
UBE2K	40	36	13	11	15	11	39	33	3.25048725214222e-05	3.2504872521422e-05	1.16293665668798e-05	2.04961230249598e-07	0.404326117012167	4.37668875206075e-14	0.0910879199578973	0.00574594341435761	5.08008427530312e-20	0.062596736255843	2.38356927857122e-12	1.0565667376339e-09	0.00232323498929885	2.22339477072398e-33	0.0082970091622563	26.6947181751214	0.0173540220498163
SOCS6	28	25	13	11	14	11	39	33	4.43196220646497e-07	4.43196220646497e-07	9.32691151813276e-08	1.39083414173736e-06	0.95248887477367	7.26226431889258e-12	0.0889428947660027	0.0138452142148894	6.10041467920769e-18	0.0701826634596439	1.29721869763825e-13	1.96422889995339e-13	0.0131874125085404	4.43028238552585e-29	0.00791083852935624	26.6772817049621	0.0175581870151082
MAPK6	25	22	11	9	12	9	39	33	1.37813662549218e-05	1.37813662549218e-05	1.79423705389576e-06	4.65179025973991e-05	0.000261880007658019	7.97121732438642e-13	0.0832170652324351	0.00027067018465302	2.87866604665049e-17	0.0775211249548307	8.34641445097672e-11	1.89926055852297e-10	7.08831100297302e-08	2.29464726621834e-29	0.00692507994589936	26.5940436362056	0.0177623519804002
STOX2	18	15	11	8	13	8	39	33	3.91245912845663e-06	3.91245912845662e-06	2.21370608718142e-08	8.49225024805924e-06	0.909072535194586	1.77820934512578e-17	0.126892978508258	0.109742778540719	2.42247281413329e-15	0.0754572151956444	1.87993460679967e-13	1.53073364318436e-11	0.0997641459073095	4.30766379640498e-32	0.0161018279946973	26.5722308535425	0.0179665169456921
PPP1R15B	42	32	16	12	16	12	39	33	9.49250245720713e-07	9.49250245720713e-07	9.45682125942721e-08	2.72418565933925e-08	0.909647120203722	1.63620563122278e-12	0.0605758663136398	0.0846484611426871	2.9030854701948e-16	0.0595176173539802	2.57621368578661e-15	9.01076029000834e-13	0.077000228908122	4.75004479425378e-28	0.00366943557964796	26.4827070514044	0.0181706819109841
DCP2	52	44	16	12	16	12	39	33	4.63159890776143e-05	4.63159890776142e-05	2.64529938317173e-06	2.72418565933925e-08	0.684494759076352	8.96935489408191e-17	0.0598643568047916	0.0778844142694977	1.3828383154768e-16	0.0570023126684226	7.20628664429539e-14	2.14517084423768e-09	0.0533114733812027	1.24031676126458e-32	0.0035837412156514	26.4503184061102	0.018374846876276
MIGA1	36	31	13	9	13	9	39	33	0.000329868040492261	0.000329868040492261	3.05986805660848e-06	8.49225024805924e-06	0.656041748523744	1.48054746633552e-18	0.0999804945785626	0.0206343609511305	7.65931439184008e-19	0.0781235688459379	2.59851652627619e-11	1.08812924138204e-07	0.0135370022380497	1.1339978516706e-36	0.00999609929617398	26.4164667669948	0.018579011841568
ACSL4	42	32	15	10	14	10	39	33	6.71961663420355e-05	6.71961663420354e-05	6.33295545359725e-07	1.39083414173736e-06	0.69227273459188	6.98828430310892e-16	0.0723028038454192	0.0123399179819982	6.72973484237504e-18	0.0720477264995149	8.8080906629649e-13	4.5153247710665e-09	0.00854258876603741	4.70293003630547e-33	0.00522769544390916	26.2854645004754	0.0187831768068599
PURB	77	66	16	13	17	13	39	33	0.000835540951407494	0.000835540951407494	0.000479813012598106	3.27153235365899e-09	0.738365965178899	2.48216279001745e-15	0.0639140323340254	0.00393044893920715	2.61444624375961e-20	0.0537597555120338	1.56972379442129e-12	6.9812868147894e-07	0.00290210972458406	6.48948118276099e-35	0.00408500352919485	26.2836059006387	0.0189873417721519
NFIA	60	49	15	11	16	11	39	33	0.000754642012982947	0.000754642012982945	8.18405782140431e-05	2.72418565933925e-08	0.0679273828749959	1.29587755677058e-14	0.0721669841197959	0.00593767401802637	2.4713756143954e-20	0.0584541746910482	2.22948929522728e-12	5.69484567758953e-07	0.000403330656409393	3.20260019304509e-34	0.00520807359694687	26.2810023867835	0.0191915067374439
RAB8B	40	32	16	10	14	10	39	33	6.71961663420355e-05	6.71961663420354e-05	4.19037049200295e-08	1.39083414173736e-06	0.893313211835422	3.69838064272073e-16	0.0722912393382443	0.0138452142148894	2.2209718529488e-16	0.0682854977361786	5.82811034680649e-14	4.5153247710665e-09	0.0123681127788523	8.21399930897344e-32	0.00522602328505932	26.1825817140403	0.0193956717027358
ATF7	42	34	13	10	14	10	39	33	0.000121748377679746	0.000121748377679746	2.10749543276473e-05	1.39083414173736e-06	0.480619107548142	2.61908026461871e-15	0.0763523555263953	0.00924949374045344	4.74314516421582e-20	0.0690368174498718	2.93117660144475e-11	1.48226674676501e-08	0.00444548342680886	1.24226778918193e-34	0.00582968219442906	26.1823508786464	0.0195998366680278
KMT2A	49	46	15	12	16	12	39	33	7.65597429807111e-05	7.65597429807112e-05	5.79422234448221e-06	2.72418565933925e-08	0.376751307296119	2.86813107606414e-13	0.0636448394866277	0.00616054880253323	9.14220792824451e-19	0.0591713678810778	1.57845374178615e-13	5.86139424527255e-09	0.00232099481501593	2.6221050662838e-31	0.00405066559327861	26.084566540313	0.0198040016333197
SOX4	65	52	16	10	15	10	39	33	0.00512206260129839	0.00512206260129839	5.87815676407852e-05	2.04961230249598e-07	0.0156346772945405	1.91886706096057e-16	0.0567873671742709	0.00819194407547987	9.14346431323032e-20	0.063794484857576	1.20479424196553e-11	2.62355252916197e-05	0.000128078402035051	1.75450924937261e-35	0.00322480507058546	26.083712633803	0.0200081665986117
REST	49	41	15	12	17	12	39	33	2.04351209130481e-05	2.04351209130481e-05	5.79422234448221e-06	3.27153235365899e-09	0.669530903348865	5.31959141412064e-10	0.0632187478236261	0.0606091378563151	4.46682861573176e-21	0.0583783482574652	1.89559858642674e-14	4.17594166730898e-10	0.0405796908201345	2.37617031525951e-30	0.00399661007638723	26.0264053431261	0.0202123315639036
PLEKHB2	30	28	11	10	14	10	39	33	1.71814364391329e-05	1.71814364391329e-05	1.49008862581283e-05	1.39083414173736e-06	0.447870932395056	1.96761978756909e-12	0.0937948118389474	0.0138452142148894	7.98060497057314e-21	0.069911616522663	2.072466134995e-11	2.95201758111963e-10	0.00620086899963179	1.57027962568719e-32	0.00879746672790355	25.918177079167	0.0204164965291956
BMPR2	27	21	14	8	12	8	39	33	8.67238016856821e-05	8.6723801685682e-05	4.80131056822368e-09	4.65179025973991e-05	0.360229237262134	9.4506541002657e-19	0.0982805142289818	0.0278166774984297	5.42256668741614e-14	0.0808530099201366	2.23346897352492e-13	7.52101777881751e-09	0.0100203805184261	5.12468020983936e-32	0.0096590594771131	25.8254525321844	0.0206206614944875
PDZD8	26	25	12	11	14	11	39	33	4.43196220646497e-07	4.43196220646497e-07	3.1796589030512e-07	1.39083414173736e-06	0.132511505486084	6.49252082222617e-13	0.0839049966788406	0.120069589783567	1.4529927559089e-15	0.0710367770747717	4.42237816144278e-13	1.96422889995339e-13	0.015910602105317	9.43358572228235e-28	0.00704004846767626	25.8060902440416	0.0208248264597795
RAB21	32	28	12	9	12	9	39	33	0.000134818892619676	0.000134818892619676	4.64192560369809e-06	4.65179025973991e-05	0.000148527626339911	5.3758566920958e-17	0.0800190528720192	0.0204062847488231	2.97936567831633e-15	0.0840926976054822	2.15932643097201e-10	1.81761338071958e-08	3.03089703615903e-06	1.60166429199774e-31	0.00640304882253501	25.7491877186011	0.0210289914250715
TMOD3	32	26	12	9	12	9	39	33	6.85685719231019e-05	6.8568571923102e-05	4.64192560369809e-06	4.65179025973991e-05	0.000748362210052793	1.72979286255099e-15	0.0765159672104784	0.0286306076753862	9.1650830675969e-17	0.0808312421170997	2.15932643097201e-10	4.7016490555736e-09	2.14260648351065e-05	1.5853695275016e-31	0.00585469323815501	25.6484283108245	0.0212331563903634
TNRC6C	60	53	12	10	15	10	39	33	0.00594860333497785	0.00594860333497785	0.00327690874167424	2.04961230249598e-07	0.0798355042256168	7.17779644123417e-13	0.081007377395874	2.04461779331169e-05	1.28842109800452e-22	0.0620077812689548	6.71639247109215e-10	3.53858816369096e-05	1.63233092477707e-06	9.24802437206786e-35	0.00656219519255756	25.617699470263	0.0214373213556554
ATP11A	12	12	8	8	12	8	39	33	3.59035336616451e-07	3.5903533661645e-07	7.83676125081784e-07	4.65179025973991e-05	0.0404668244271929	2.22578232598994e-14	0.125566896501306	0.139106581803239	3.00602535622959e-15	0.0813923653825277	3.64549696544616e-11	1.28906372939288e-13	0.00562920162249863	6.69075810937343e-29	0.0157670454969698	25.583698955879	0.0216414863209473
CLIP1	13	13	8	8	12	8	39	33	8.80250371169208e-07	8.80250371169207e-07	1.88873937091464e-06	4.65179025973991e-05	0.00371805976704072	8.0719602714895e-12	0.119820119122561	0.139106581803239	9.90350398772236e-18	0.0856090506828521	8.786019408808e-11	7.74840715943528e-13	0.000517206585133183	7.99406907374327e-29	0.0143568609465448	25.5096512987724	0.0218456512862393
ARPP19	30	30	10	10	15	10	39	33	3.50935061081502e-05	3.50935061081502e-05	9.33220655954197e-05	2.04961230249598e-07	0.0828523937557787	2.59136906579588e-12	0.107763350577975	0.00574594341435761	1.38464083173187e-19	0.0640730005669036	1.91274053738709e-11	1.23155417096278e-09	0.00047606516626478	3.58811541858784e-31	0.0116129397277915	25.480597954732	0.0220498162515312
SESN3	64	57	15	13	17	13	39	33	0.000163716804770863	0.000163716804770863	0.000178987331492238	3.27153235365899e-09	0.928805391572749	5.48337312218962e-15	0.0979146957467051	0.0683268652108502	1.04263171159639e-18	0.0549443204594883	5.85562845871944e-13	2.68031921643808e-08	0.0634623607971022	5.7171387037102e-33	0.00958728764316983	25.4494825791383	0.0222539812168232
FICD	30	25	13	9	14	9	39	33	4.75304939994179e-05	4.7530493999418e-05	2.5466595632523e-07	1.39083414173736e-06	0.175400566554572	2.00269013374926e-15	0.0776332072230827	0.117259691205665	3.34207526673181e-16	0.0724331862067889	3.54198106795327e-13	2.25914785982871e-09	0.0205674162714879	6.69314116293122e-31	0.0060269148637421	25.4103639941107	0.0224581461821151
SERINC3	15	14	8	7	11	7	39	33	3.12705436950405e-05	3.12705436950405e-05	8.11659265197183e-06	0.000227757050807888	0.000188302815575666	9.82750657029566e-12	0.109845063734963	0.000355994431725436	4.78221625842257e-18	0.0857291119422173	1.84861120502208e-09	9.77846902983437e-10	6.70347538231588e-08	4.69972617002226e-29	0.0120659380269381	25.4034772207486	0.0226623111474071
FMR1	23	20	11	9	13	9	39	33	5.22557543179404e-06	5.22557543179407e-06	6.36155526945261e-07	8.49225024805924e-06	0.748011843964936	2.96407269928274e-11	0.0955635572521037	0.000139900857769611	2.03699961762411e-17	0.0705764384926146	5.40239193150515e-12	2.73066385933697e-11	0.000104647498592523	6.03781495504901e-28	0.0091323934746761	25.3606502954054	0.0228664761126991
FZD6	37	35	12	10	16	10	39	33	0.000160899675014829	0.000160899675014828	2.57568838760285e-05	2.72418565933925e-08	0.0389368547489706	2.91525313819647e-11	0.0764835961808798	0.00616054880253323	1.81138284496288e-19	0.0598942985709832	7.01665336843431e-13	2.58887054198774e-08	0.000239872393898181	5.28063952325328e-30	0.00584974048475988	25.26900918125	0.023070641077991
BTBD7	51	43	12	11	16	11	39	33	0.00020979509552842	0.00020979509552842	0.000743641504719166	2.72418565933925e-08	0.201429421712466	3.53902869168758e-12	0.0813161832269672	0.00687547508163816	1.26273310960109e-20	0.0597144621804684	2.02581752284541e-11	4.40139821077787e-08	0.00138492296969285	4.46884870482211e-32	0.0066123216546017	25.0695489079087	0.023274806043283
SLAIN1	18	17	10	9	13	9	39	33	8.99350281355703e-07	8.99350281355704e-07	3.4309308598105e-07	8.49225024805924e-06	0.829165918779173	1.93879601643967e-11	0.122322826085186	0.145190921109346	4.57292000954013e-18	0.0795345642382457	2.91363234452998e-12	8.08830928574583e-13	0.120387363500025	8.86595909799367e-29	0.0149628737814665	25.0633559159258	0.0234789710085749
AGO3	41	37	11	10	15	10	39	33	0.000271965339611829	0.000271965339611828	0.000367992352061989	2.04961230249598e-07	0.651035273313193	2.18774377270418e-15	0.114558433560581	0.00925210422221455	4.54654060772153e-19	0.0636890237258382	7.54241652010686e-11	7.39651459501772e-08	0.00602344620103159	9.94666590188947e-34	0.0131236346998541	25.0327314459723	0.0236831359738669
JMY	38	34	12	11	13	11	39	33	1.73068702115242e-05	1.73068702115242e-05	3.48177018745253e-05	8.49225024805924e-06	0.914341843251046	2.02429950694459e-12	0.116875174238793	0.000146841279740159	3.75635752889389e-18	0.0729449444490487	2.9568063738079e-10	2.99527756518544e-10	0.000134263126382959	7.60399269364751e-30	0.0136598063533483	24.8256882358354	0.0238873009391588
EFR3A	14	13	9	8	13	8	39	33	8.80250371169208e-07	8.80250371169207e-07	2.41159137830719e-07	8.49225024805924e-06	0.265701564648268	7.88593019493688e-10	0.120435646251668	0.000146841279740159	3.79330760356561e-15	0.0709677946441869	2.04798374806467e-12	7.74840715943528e-13	3.90159577819142e-05	2.99137589696417e-24	0.0145047448880568	24.6702824627875	0.0240914659044508
ZNF217	28	26	11	9	14	9	39	33	6.85685719231019e-05	6.8568571923102e-05	6.84298053807887e-06	1.39083414173736e-06	0.441143314813491	1.83298920283455e-13	0.0952410473263029	0.0134157967474492	6.37087388232963e-18	0.073807787668168	9.51745096360442e-12	4.7016490555736e-09	0.00591828904803378	1.16777430389309e-30	0.00907085709581107	24.6616192296576	0.0242956308697428
RIF1	26	23	12	10	13	10	39	33	1.98879144983127e-06	1.98879144983127e-06	3.1796589030512e-07	8.49225024805924e-06	0.589302985524335	1.93393302787438e-13	0.122661528587102	0.0137996792432585	2.49028127339938e-14	0.0733550629484558	2.70024591081803e-12	3.95529143092196e-12	0.00813219217733044	4.81603720332415e-27	0.0150458505953244	24.5000137925274	0.0244997958350347
GCC2	12	11	7	6	11	6	39	33	6.89698421594671e-05	6.89698421594671e-05	1.4178382135177e-05	0.000227757050807888	2.17227286236808e-07	1.49265596661487e-13	0.125674084568499	0.0441153179028839	3.2323486860635e-14	0.0919228993592251	3.22922650033515e-09	4.7568391275018e-09	9.58305078951755e-09	4.82478455243241e-27	0.0157939755321302	24.3844267236442	0.0247039608003267
